nome;descricao;categoria;texto;categoria_genai;validacao_categoria
 01 Paleta De Iluminador Glow - Miss Rôse N2 ;Iluminador Quarteto Glow Kit Miss Rose Glow Kit That Glow Miss RôsePaleta de Iluminador That Glow Miss Rôse 30g Cores N1 Ou N2 (04 cores por Iluminador)O que é: Iluminador é um dos truques infalíveis para deixar a maquiagem com um acabamento sofisticado e natural, dando viço à pele. O que mais você precisa saber: O Iluminador Glow Kit da Miss Rose vem em versões: O 024N1 e o 024N2, é para ser usado em partes específicas do rosto, aquelas que você gostaria de destacar, como as têmporas e o arco abaixo das sobrancelhas. Versátil, pode ser usado em várias ocasiões e tem passe livre em todos os tipos de pele.Novos Iluminadores That Glow Miss RôseIluminadores Profissionais - Adorado Pelas Celebridades e agora a sua disposiçãoImagens Meramente Ilustrativas.Resenha:Textura: Em pó, bem macio e não esfarela.Embalagem: Cartonada em tons de nude com glitter.Pigmentação: Todas as cores são super pigmentadas e brilham demais. Duram o dia todo na pele. Assim, eu fiquei chocada com a qualidade do produto, amei demais.São duas opções de Paleta Glow Kit That Glow da Miss Rôse Nenhuma das cores se repetem, as paletas se complementam. São lindas e a embalagem é idêntica a paleta da marca Anastásia. As cores da opção número 1 são muito parecidas com as cores da paleta original That Glow da Anastasia Beverly HillsOBS: A opção 1 da Paleta da Miss Rôse é mais parecida com a That Glow da AnastasiaA opção 2 da Paleta da Miss Rôse é parecida com a Sweets da AnastasiaTHAT GLOW - N1Sunburst Golden Bronze BubblyDripping in GoldTHAT GLOW - N2Hard CandyMimosaStarburstCrushed PearlTodas as Informações divulgadas são de responsabilidade do Fabricante/Fornecedor.informações técnicasMarca: Miss RôseTipo de produto: IluminadorO que você está comprando: 01 Paleta de iluminador modelo n1 ou n2PERGUNTES ANTES DA COMPRA SE TEMOS EM ESTOQUEINFORME O MODELO DESEJADOOriginalidade: Vendemos apenas produtos originais.Produtos adquiridos em lojas e importadoras de sua respectivas marcas originais. Todos vão lacrados se assim o forem de fabrica e em suas respectivas embalagens, exatamente como saem de fábrica e como são vendidos em lojas Especializadas pelo mundo..ATENÇÃO:PERGUNTE A VONTADETIRE SUAS DÚVIDAS - PERGUNTE O QUANTO QUISERSOMOS DISTRIBUIDORA: ENVIAMOS EM ATÉ 24 HORAS EM DIAS ÚTEIS APOS APROVAÇÃO DA COMPRA***NÃO ABRA NENHUMA RECLAMAÇÃO SEM ANTES ENTRAR EM CONTATO CONOSCO*** ANTES DE CLICAR EM COMPRAR É DE BOM SENSO PERGUNTAR SE TEMOS EM ESTOQUEE NÃO COMPRE MAIS DE 01 UNIDADE (OU KIT) SEM FALAR CONOSCO ANTESTEM LIMITES DE PESO e CUBAGEM (JUNTO AOS CORREIOS)NÃO ENVIAMOS PARA OS SEGUINTES ESTADOS: MS-MT-SE PARAIBA, PIAUÍ, CEARÁ, ACRE, ALAGOAS, AMAZONAS,AMAPÁ,RONDÔNIA, RORAIMA, TOCANTINS. BAHIA, MARANHÃO,PERNAMBUCO, RIO GRANDE DO NORTE entre em contato A postagem será feita em 24 horas em dias úteis apos aprovação da compra pelo mercado livreT.'. F.'.A.'. M.'.I.'.C.'.T.'.M.'.R.'.;maquiagem;01 Paleta De Iluminador Glow - Miss Rôse N2  Iluminador Quarteto Glow Kit Miss Rose Glow Kit That Glow Miss RôsePaleta de Iluminador That Glow Miss Rôse 30g Cores N1 Ou N2 (04 cores por Iluminador)O que é: Iluminador é um dos truques infalíveis para deixar a maquiagem com um acabamento sofisticado e natural, dando viço à pele. O que mais você precisa saber: O Iluminador Glow Kit da Miss Rose vem em versões: O 024N1 e o 024N2, é para ser usado em partes específicas do rosto, aquelas que você gostaria de destacar, como as têmporas e o arco abaixo das sobrancelhas. Versátil, pode ser usado em várias ocasiões e tem passe livre em todos os tipos de pele.Novos Iluminadores That Glow Miss RôseIluminadores Profissionais - Adorado Pelas Celebridades e agora a sua disposiçãoImagens Meramente Ilustrativas.Resenha:Textura: Em pó, bem macio e não esfarela.Embalagem: Cartonada em tons de nude com glitter.Pigmentação: Todas as cores são super pigmentadas e brilham demais. Duram o dia todo na pele. Assim, eu fiquei chocada com a qualidade do produto, amei demais.São duas opções de Paleta Glow Kit That Glow da Miss Rôse Nenhuma das cores se repetem, as paletas se complementam. São lindas e a embalagem é idêntica a paleta da marca Anastásia. As cores da opção número 1 são muito parecidas com as cores da paleta original That Glow da Anastasia Beverly HillsOBS: A opção 1 da Paleta da Miss Rôse é mais parecida com a That Glow da AnastasiaA opção 2 da Paleta da Miss Rôse é parecida com a Sweets da AnastasiaTHAT GLOW - N1Sunburst Golden Bronze BubblyDripping in GoldTHAT GLOW - N2Hard CandyMimosaStarburstCrushed PearlTodas as Informações divulgadas são de responsabilidade do Fabricante/Fornecedor.informações técnicasMarca: Miss RôseTipo de produto: IluminadorO que você está comprando: 01 Paleta de iluminador modelo n1 ou n2PERGUNTES ANTES DA COMPRA SE TEMOS EM ESTOQUEINFORME O MODELO DESEJADOOriginalidade: Vendemos apenas produtos originais.Produtos adquiridos em lojas e importadoras de sua respectivas marcas originais. Todos vão lacrados se assim o forem de fabrica e em suas respectivas embalagens, exatamente como saem de fábrica e como são vendidos em lojas Especializadas pelo mundo..ATENÇÃO:PERGUNTE A VONTADETIRE SUAS DÚVIDAS - PERGUNTE O QUANTO QUISERSOMOS DISTRIBUIDORA: ENVIAMOS EM ATÉ 24 HORAS EM DIAS ÚTEIS APOS APROVAÇÃO DA COMPRA***NÃO ABRA NENHUMA RECLAMAÇÃO SEM ANTES ENTRAR EM CONTATO CONOSCO*** ANTES DE CLICAR EM COMPRAR É DE BOM SENSO PERGUNTAR SE TEMOS EM ESTOQUEE NÃO COMPRE MAIS DE 01 UNIDADE (OU KIT) SEM FALAR CONOSCO ANTESTEM LIMITES DE PESO e CUBAGEM (JUNTO AOS CORREIOS)NÃO ENVIAMOS PARA OS SEGUINTES ESTADOS: MS-MT-SE PARAIBA, PIAUÍ, CEARÁ, ACRE, ALAGOAS, AMAZONAS,AMAPÁ,RONDÔNIA, RORAIMA, TOCANTINS. BAHIA, MARANHÃO,PERNAMBUCO, RIO GRANDE DO NORTE entre em contato A postagem será feita em 24 horas em dias úteis apos aprovação da compra pelo mercado livreT.'. F.'.A.'. M.'.I.'.C.'.T.'.M.'.R.'.;maquiagem;correta
 Boneco Authentic Games Jogo Minicraft Youtuber - Original ;Temática Personagens de GamesBoneco De Espuma Articulado Youtuber Authentic Games Zr ToysSobre o produtoO canal AuthenticGames surgiu em 2011, sem nenhuma pretensão. Era apenas um desejo que Marco Túlio, um jovem garoto de BH, tinha em mostrar seus gameplays de Minecraft.Inspirado pelo Youtuber Monark, ele postou seu primeiro vídeo. E a partir daí, não parou mais.E não é que ele tomou gosto mesmo por isso? Ao longo de toda a história do canal, ele vem numa crescente busca por novos conteúdos, novas séries e novos desafios.O sonho tomou forma, ganhou proporções e hoje, com mais de oito milhões e meio de inscritos, o seu canal figura entre os melhores do Brasil e do Mundo, provando que com empenho e amor ao que faz, o resultado é sempre o mesmo: o sucesso.Com um alcance impressionante, recentemente ultrapassou a marca de um bilhão de visualizações em seu canal.E o que antes era sua diversão, acabou se tornando também seu trabalho. Marco Túlio se tornou um destaque no Youtube, e como bom mineiro, mostra que com paciência conseguimos alcançar nossos sonhos e objetivos.Seja bem-vindo a vida autêntica!EspecificaçõesBoneco articulado de aproximadamente 30 cmMaterial: EspumaIdade Recomendada: a partir de 06 anos. Marca: ZR Toys;brinquedo;Boneco Authentic Games Jogo Minicraft Youtuber - Original  Temática Personagens de GamesBoneco De Espuma Articulado Youtuber Authentic Games Zr ToysSobre o produtoO canal AuthenticGames surgiu em 2011, sem nenhuma pretensão. Era apenas um desejo que Marco Túlio, um jovem garoto de BH, tinha em mostrar seus gameplays de Minecraft.Inspirado pelo Youtuber Monark, ele postou seu primeiro vídeo. E a partir daí, não parou mais.E não é que ele tomou gosto mesmo por isso? Ao longo de toda a história do canal, ele vem numa crescente busca por novos conteúdos, novas séries e novos desafios.O sonho tomou forma, ganhou proporções e hoje, com mais de oito milhões e meio de inscritos, o seu canal figura entre os melhores do Brasil e do Mundo, provando que com empenho e amor ao que faz, o resultado é sempre o mesmo: o sucesso.Com um alcance impressionante, recentemente ultrapassou a marca de um bilhão de visualizações em seu canal.E o que antes era sua diversão, acabou se tornando também seu trabalho. Marco Túlio se tornou um destaque no Youtube, e como bom mineiro, mostra que com paciência conseguimos alcançar nossos sonhos e objetivos.Seja bem-vindo a vida autêntica!EspecificaçõesBoneco articulado de aproximadamente 30 cmMaterial: EspumaIdade Recomendada: a partir de 06 anos. Marca: ZR Toys;brinquedo;correta
 Kit 10 Pares Cílios Postiços - Menor Preço - Modelo #016 ;;maquiagem;Kit 10 Pares Cílios Postiços - Menor Preço - Modelo #016;maquiagem;correta
 Lego Harry Potter 1-4 Jogo Infantil Para Xbox 360 - Novo ;;game;Lego Harry Potter 1-4 Jogo Infantil Para Xbox 360 - Novo;game;correta
 Steam Key - 2 Jogos  Aleatórios -. Random Key Original ;"2 KEY DE JOGOS STEAM ALEATÓRIOTodas nossas key são originais e garantida.POSSO ESCOLHER OS JOGOS?Não, são enviados jogos simples ou premium aleatoriamente.QUAIS JOGOS POSSO GANHAR?Quaisquer tipo de jogos com preços variados de 05/10/20/30/40 - vai depender da sorte.POSSO GANHAR KEY PREMIUM?Sim, pois não fazemos seleção para vender key premium, enviamos qualquer por aleatoriamente.COMO RECEBO AS KEY(S)?As Key(s) serão enviadas por email e mensagem no mercado livre.PAGO FRETE?Não, Selecione a opção ""Retirar no endereço do vendedor"".SUPORTE PELO ZAPE, CHAT PRIVADO, TELEFONE E EMAIL.ENVIO IMEDIATO APÓS O PAGAMENTO.QUALQUER DÚVIDA ESTOU NO CHAT.";game;"Steam Key - 2 Jogos  Aleatórios -. Random Key Original  2 KEY DE JOGOS STEAM ALEATÓRIOTodas nossas key são originais e garantida.POSSO ESCOLHER OS JOGOS?Não, são enviados jogos simples ou premium aleatoriamente.QUAIS JOGOS POSSO GANHAR?Quaisquer tipo de jogos com preços variados de 05/10/20/30/40 - vai depender da sorte.POSSO GANHAR KEY PREMIUM?Sim, pois não fazemos seleção para vender key premium, enviamos qualquer por aleatoriamente.COMO RECEBO AS KEY(S)?As Key(s) serão enviadas por email e mensagem no mercado livre.PAGO FRETE?Não, Selecione a opção ""Retirar no endereço do vendedor"".SUPORTE PELO ZAPE, CHAT PRIVADO, TELEFONE E EMAIL.ENVIO IMEDIATO APÓS O PAGAMENTO.QUALQUER DÚVIDA ESTOU NO CHAT.";game;correta
 Lote De 5 Livros Serie Paixão Harlequin ;livros diversos números diferentes, livros conservadosfrete para 5 livros por R$ 13,00o total dos livros mais frete seria de R$ 33,00 agora coloquei em oferta por 27,90lembre-se são 5 livros + frete por 27,90são livros físicos impressos romances;livro;Lote De 5 Livros Serie Paixão Harlequin  livros diversos números diferentes, livros conservadosfrete para 5 livros por R$ 13,00o total dos livros mais frete seria de R$ 33,00 agora coloquei em oferta por 27,90lembre-se são 5 livros + frete por 27,90são livros físicos impressos romances;livro;correta
 3 Varinhas Harry Potter +1 Mapa +feitiço +1 Carta +bilhete ;;brinquedo;3 Varinhas Harry Potter +1 Mapa +feitiço +1 Carta +bilhete;brinquedo;correta
 O Herói Perdido - Os Heróis Do Olimpo - Livro Lacrado ;;livro;O Herói Perdido - Os Heróis Do Olimpo - Livro Lacrado;livro;correta
 The Last Of Us - Dublado Em Português - Ps3 - Promoção !! ;;game;The Last Of Us - Dublado Em Português - Ps3 - Promoção !!;game;correta
 Kit Com 32 Pincéis Maquiagem Profissional Cerdas Naturais ;"PRODUTO PRONTA ENTREGA NO BRASIL                                  KIT 32 PINCEIS CERDAS NATURAIS DE CABRAProduto Importado do U.S.A alta qualidade Cerdas Naturais muito macias e resistente, envio 1 dia utíl após a aprovação do pagamento.Indicado para uso profissional e pessoalContém Pincéis para Face, olhos e lábiosCerdas naturaisCor: pretoMaterial do porta pincéis: Couro sintéticoTamanho normal/ padrão. Full sizeO kit contém 32 pincéis:•Pincel de limpeza grande (vassourinha)•2 pincéis de pó•Pincel de blush•Pincel chanfrado para contorno•Pincel de sombra chanfrado grande•Pincel ""leve"" para iluminador•Pincel de sombra chato grande•2 pincéis de sombra chato médio•Pincel de sombra chanfrado médio•Pincel de sombra redondo grande•3 pincéis de sombra chato pequeno•Pincel de sombra chanfrado pequeno•Pincel de limpeza pequeno (vassourinha)•2 pincéis de esfumar•Pincel de côncavo•Pincel de sombra redondo fino•2 pincéis de sombra redondo mini•Pincel de batom pontudo•Pincel de batom redondo•Pincel fino para delineador•Pincel de detalhe ""eye definer""•Pincel chanfrado p/ definir sombrancelha•2 esponjas para sombra•Pincel para rímel•Escovinha para cílios e sombrancelhas•Estojo em couro sintético32 pincéis para face, olhos e lábios, de excelente qualidade.Palavra Chave: Kit 32 Pincéis Cerdas Naturais, Maquiagem, Mac";maquiagem;"Kit Com 32 Pincéis Maquiagem Profissional Cerdas Naturais  PRODUTO PRONTA ENTREGA NO BRASIL                                  KIT 32 PINCEIS CERDAS NATURAIS DE CABRAProduto Importado do U.S.A alta qualidade Cerdas Naturais muito macias e resistente, envio 1 dia utíl após a aprovação do pagamento.Indicado para uso profissional e pessoalContém Pincéis para Face, olhos e lábiosCerdas naturaisCor: pretoMaterial do porta pincéis: Couro sintéticoTamanho normal/ padrão. Full sizeO kit contém 32 pincéis:•Pincel de limpeza grande (vassourinha)•2 pincéis de pó•Pincel de blush•Pincel chanfrado para contorno•Pincel de sombra chanfrado grande•Pincel ""leve"" para iluminador•Pincel de sombra chato grande•2 pincéis de sombra chato médio•Pincel de sombra chanfrado médio•Pincel de sombra redondo grande•3 pincéis de sombra chato pequeno•Pincel de sombra chanfrado pequeno•Pincel de limpeza pequeno (vassourinha)•2 pincéis de esfumar•Pincel de côncavo•Pincel de sombra redondo fino•2 pincéis de sombra redondo mini•Pincel de batom pontudo•Pincel de batom redondo•Pincel fino para delineador•Pincel de detalhe ""eye definer""•Pincel chanfrado p/ definir sombrancelha•2 esponjas para sombra•Pincel para rímel•Escovinha para cílios e sombrancelhas•Estojo em couro sintético32 pincéis para face, olhos e lábios, de excelente qualidade.Palavra Chave: Kit 32 Pincéis Cerdas Naturais, Maquiagem, Mac";maquiagem;correta
 Ps3 Lego Marvel Super Heroes Código Psn Envio Agora ;;game;Ps3 Lego Marvel Super Heroes Código Psn Envio Agora;game;correta
 Assassins Creed Origins Xbox One - Digital - Joga Online ;"Você esta comprando na G4PLAYLEIA TODA DESCRIÇÃO PARA SUA COMPRA SER PERFEITA!1. NÃO PAGUE FRETE PRODUTO DIGITAL: Na forma de pagamento escolha ""Vou retirar no endereço do vendedor ou Combinar com o vendedor""2. HORÁRIO DE ENTREGAS: Somente de segunda a sexta feira das 10 as 18 hoas. Não faremos entregas após as 18 horas ou sábado, domingo e feirado LOJA FECHADA.VOCÊ AINDA TEM DÚVIDAS?O JOGO É ORIGINAL E COMPLETO?R: Sim o jogo é original e completo, somente vendemos jogos originais.POSSO JOGAR ONLINE?R: Sim você pode jogar single player (sozinho) ou Multi player (Online) sem nenhuma restrição.POSSO JOGAR EM MEU PERFIL ?R: Sim, você vai jogar no seu perfil e salvar todas as suas conquistas normalmente.O JOGO PODE SER ADICIONADO EM MAIS DE UM CONSOLE?R: Não! o jogo é individual e somente pode ser instalado em apenas um (1) console.TENHO QUE PAGAR FRETE?R: Não! Se trata de um produto DIGITAL não precisa pagar frente escolha a opção ""Retirar no endereço do vendedor ou combinar com o vendedor""TENHO SUPORTE APÓS A COMPRA?R: Você terá o melhor suporte para qualquer dúvida ou dificuldade antes e depois da compra. Qualquer dúvida você pode entrar em contato conosco via e-mail.";game;"Assassins Creed Origins Xbox One - Digital - Joga Online  Você esta comprando na G4PLAYLEIA TODA DESCRIÇÃO PARA SUA COMPRA SER PERFEITA!1. NÃO PAGUE FRETE PRODUTO DIGITAL: Na forma de pagamento escolha ""Vou retirar no endereço do vendedor ou Combinar com o vendedor""2. HORÁRIO DE ENTREGAS: Somente de segunda a sexta feira das 10 as 18 hoas. Não faremos entregas após as 18 horas ou sábado, domingo e feirado LOJA FECHADA.VOCÊ AINDA TEM DÚVIDAS?O JOGO É ORIGINAL E COMPLETO?R: Sim o jogo é original e completo, somente vendemos jogos originais.POSSO JOGAR ONLINE?R: Sim você pode jogar single player (sozinho) ou Multi player (Online) sem nenhuma restrição.POSSO JOGAR EM MEU PERFIL ?R: Sim, você vai jogar no seu perfil e salvar todas as suas conquistas normalmente.O JOGO PODE SER ADICIONADO EM MAIS DE UM CONSOLE?R: Não! o jogo é individual e somente pode ser instalado em apenas um (1) console.TENHO QUE PAGAR FRETE?R: Não! Se trata de um produto DIGITAL não precisa pagar frente escolha a opção ""Retirar no endereço do vendedor ou combinar com o vendedor""TENHO SUPORTE APÓS A COMPRA?R: Você terá o melhor suporte para qualquer dúvida ou dificuldade antes e depois da compra. Qualquer dúvida você pode entrar em contato conosco via e-mail.";game;correta
 Wow Gold Ouro Azralon 3,2k - Nemesis Tol Barad Goldrinn 2,7k ;Wow Gold Ouro Azralon 3,2k - Nemesis Tol Barad Goldrinn 2,7k1 unidade = 3,2k / 3.200G no Azralon - 2,7k / 2.700G no Nemesis, Tol Barad e GoldrinnEntregamos na hora e pelo banco da guilda.Cada unidade equivale a quantidade que está escrito no nome do anúncio. Caso queira mais é só aumentar a unidade até chegar na quantia desejada.Depois de realizada a compra, você receberá todos os nossos contatos. Eu mandarei uma mensagem informando o procedimento para a retirada do gold.;game;Wow Gold Ouro Azralon 3,2k - Nemesis Tol Barad Goldrinn 2,7k  Wow Gold Ouro Azralon 3,2k - Nemesis Tol Barad Goldrinn 2,7k1 unidade = 3,2k / 3.200G no Azralon - 2,7k / 2.700G no Nemesis, Tol Barad e GoldrinnEntregamos na hora e pelo banco da guilda.Cada unidade equivale a quantidade que está escrito no nome do anúncio. Caso queira mais é só aumentar a unidade até chegar na quantia desejada.Depois de realizada a compra, você receberá todos os nossos contatos. Eu mandarei uma mensagem informando o procedimento para a retirada do gold.;fora_escopo;divergente
 Kit De Pincel Maquiagem Profissional 22 Peças Maange835 ;;maquiagem;Kit De Pincel Maquiagem Profissional 22 Peças Maange835;maquiagem;correta
 Pro Evolution 2018 Pes18 Xbox One Mídiafísica 100% Português ;JOGO ORIGINAL. NOVO. LACRADO. PRONTA ENTREGA. GARANTIA: 90 DIAS.Jogos Em Mídia Física significam Que São Blu-Ray (Ps4, Ps3 E Xbox One) Ou Dvd (Xbox 360).Somos a GTA GAMES.VIDE NOSSOS PRODUTOS:No PC, copie e cole no navegador: https://Eshops.Mercadolivre.Com.Br/Gta-GamesNO CELULAR, vide nossos produtos em ¨mais anúncios do vendedor¨ debaixo da seção ¨perguntar¨ do anúncio, depois deslize para canto direito e clique em ¨ver mais¨>categorias> games>categorias>videogames > console e escolha seus jogosA) COMO COMPRAR VÁRIOS PRODUTOS COM FRETE GRÁTIS NA GTA GAMES1-escolher os produtos em ¨mais anúncios do vendedor¨ .2- na página do produto, clicar no botão ¨adicionar ao carrinho¨, que fica abaixo do preço do anúncio. 3- depois de escolhidos os produtos (acima de 60 reais), clique no carrinho que fica no canto superior direito do site, para efetuar o pagamento. Se o pedido ultrapassar 120 reais, o frete é grátis. Benefício do Mercado Pontos. B) APÓS A APROVAÇÃO DO PAGAMENTO, NÃO HÁ NECESSIDADE DE ENVIAR MENSAGENS SOBRE PRAZO DE ENVIO E ENTREGA. O SISTEMA É TODO AUTOMATIZADO.É só efetuar o pagamento e aguardar o prazo de envio descrito no anúncio.Cliente recebe emails do mercado envios com rastreio para acompanhar o pedido.C) 1 - QUAL O VALOR DO FRETE? QUAL O PRAZO DE ENVIO E PRAZO DE ENTREGA?Caro cliente, para saber quanto pagará de frete e previsão de prazo de entrega do produto, digite seu CEP logo abaixo do preço do anúncio, em ¨modificar¨.1-Cliente efetua o pagamento 2- Mercado Pago que confirma o pagamento vai email. 3- Mercado Envios envia o rastreio no prazo de 1 a 5 dias (podendo ser enviado antes).Nos esforçamos para enviar o produto com rapidez para você.O prazo de entrega do sedex é em média 1 a 3 dias úteis após envio e o de Pac é em média de 5 a 10 dias úteis após envio.Prazo de envio (separar, conferir, embalar, endereçar e despachar o produto) e prazo de entrega (prazo dos correios) são diferentes.Favor só solicitar o número de rastreio ou perguntar quando o produto foi enviado se o prazo de 5 dias for ultrapassado, todos recebem o código automaticamente pelo sistema do Mercado Envios. Muito simples, seguro e tranquilo comprar conosco.GTA games , 15 anos de Mercado Livre e mais de 10 mil qualificações positivas.2 - OUTRAS DÚVIDAS?Direito de arrependimento ou desistência: até 7 dias corridos. O produto deve ser devolvido lacrado, sem indícios de uso ou violação da embalagem. Sistema do Mercado Envios é todo automatizado, não há necessidade do cliente enviar mensagens sobre envio e entrega.Temos loja física conveniada em Belo Horizonte, mas compras pelo Mercado Livre, a entrega é feita somente pelos correios.Aceitamos pagamento pelo Mercado Pago (não precisa enviar comprovante, o próprio Mercado Pago confirma o pagamento via email).Pagamento por boleto do Mercado Pago é efetivado em até 48 horas.Infelizmente não damos desconto, pois todos nossos produtos já são anunciados com preço mínimo para venda.Não trabalhamos com troca, somente com vendas. A foto do anúncio é meramente ilustrativa.Todos nossos produtos são 100% originais e tem 90 dias de garantia contra defeitos de fabricação, não cobrimos mau uso ou queda.Caso clique em comprar no produto e o anúncio finalize, não se preocupe, acontece isto porque houve o clique e era a última unidade. Produto fica reservado para você, aguardando pagamento.Clicando em comprar, você estará aceitando automaticamente os termos.Além da certeza de receber o produto, nós visamos a satisfação do cliente em primeiro lugar, oferecendo produtos de alta qualidade e várias formas de pagamento.Veja nossas qualificações, elas são as maiores provas do nosso respeito, agilidade e honestidade com nossos clientes.GTA games , 15 anos de Mercado Livre e mais de 10 mil qualificações positivas.;game;Pro Evolution 2018 Pes18 Xbox One Mídiafísica 100% Português  JOGO ORIGINAL. NOVO. LACRADO. PRONTA ENTREGA. GARANTIA: 90 DIAS.Jogos Em Mídia Física significam Que São Blu-Ray (Ps4, Ps3 E Xbox One) Ou Dvd (Xbox 360).Somos a GTA GAMES.VIDE NOSSOS PRODUTOS:No PC, copie e cole no navegador: https://Eshops.Mercadolivre.Com.Br/Gta-GamesNO CELULAR, vide nossos produtos em ¨mais anúncios do vendedor¨ debaixo da seção ¨perguntar¨ do anúncio, depois deslize para canto direito e clique em ¨ver mais¨>categorias> games>categorias>videogames > console e escolha seus jogosA) COMO COMPRAR VÁRIOS PRODUTOS COM FRETE GRÁTIS NA GTA GAMES1-escolher os produtos em ¨mais anúncios do vendedor¨ .2- na página do produto, clicar no botão ¨adicionar ao carrinho¨, que fica abaixo do preço do anúncio. 3- depois de escolhidos os produtos (acima de 60 reais), clique no carrinho que fica no canto superior direito do site, para efetuar o pagamento. Se o pedido ultrapassar 120 reais, o frete é grátis. Benefício do Mercado Pontos. B) APÓS A APROVAÇÃO DO PAGAMENTO, NÃO HÁ NECESSIDADE DE ENVIAR MENSAGENS SOBRE PRAZO DE ENVIO E ENTREGA. O SISTEMA É TODO AUTOMATIZADO.É só efetuar o pagamento e aguardar o prazo de envio descrito no anúncio.Cliente recebe emails do mercado envios com rastreio para acompanhar o pedido.C) 1 - QUAL O VALOR DO FRETE? QUAL O PRAZO DE ENVIO E PRAZO DE ENTREGA?Caro cliente, para saber quanto pagará de frete e previsão de prazo de entrega do produto, digite seu CEP logo abaixo do preço do anúncio, em ¨modificar¨.1-Cliente efetua o pagamento 2- Mercado Pago que confirma o pagamento vai email. 3- Mercado Envios envia o rastreio no prazo de 1 a 5 dias (podendo ser enviado antes).Nos esforçamos para enviar o produto com rapidez para você.O prazo de entrega do sedex é em média 1 a 3 dias úteis após envio e o de Pac é em média de 5 a 10 dias úteis após envio.Prazo de envio (separar, conferir, embalar, endereçar e despachar o produto) e prazo de entrega (prazo dos correios) são diferentes.Favor só solicitar o número de rastreio ou perguntar quando o produto foi enviado se o prazo de 5 dias for ultrapassado, todos recebem o código automaticamente pelo sistema do Mercado Envios. Muito simples, seguro e tranquilo comprar conosco.GTA games , 15 anos de Mercado Livre e mais de 10 mil qualificações positivas.2 - OUTRAS DÚVIDAS?Direito de arrependimento ou desistência: até 7 dias corridos. O produto deve ser devolvido lacrado, sem indícios de uso ou violação da embalagem. Sistema do Mercado Envios é todo automatizado, não há necessidade do cliente enviar mensagens sobre envio e entrega.Temos loja física conveniada em Belo Horizonte, mas compras pelo Mercado Livre, a entrega é feita somente pelos correios.Aceitamos pagamento pelo Mercado Pago (não precisa enviar comprovante, o próprio Mercado Pago confirma o pagamento via email).Pagamento por boleto do Mercado Pago é efetivado em até 48 horas.Infelizmente não damos desconto, pois todos nossos produtos já são anunciados com preço mínimo para venda.Não trabalhamos com troca, somente com vendas. A foto do anúncio é meramente ilustrativa.Todos nossos produtos são 100% originais e tem 90 dias de garantia contra defeitos de fabricação, não cobrimos mau uso ou queda.Caso clique em comprar no produto e o anúncio finalize, não se preocupe, acontece isto porque houve o clique e era a última unidade. Produto fica reservado para você, aguardando pagamento.Clicando em comprar, você estará aceitando automaticamente os termos.Além da certeza de receber o produto, nós visamos a satisfação do cliente em primeiro lugar, oferecendo produtos de alta qualidade e várias formas de pagamento.Veja nossas qualificações, elas são as maiores provas do nosso respeito, agilidade e honestidade com nossos clientes.GTA games , 15 anos de Mercado Livre e mais de 10 mil qualificações positivas.;game;correta
 10 Batom Líquido Efeito Fosco Ultra Matte Mahav Incríveis ;Cores Disponíveis:- Violet- Nude Hard- Marsala Forever- Fúcsia Hard- Pink- Nude- Fúcsia- Vermelho Tudo- Berinjela- Rose- Vermelho Love- Chocolate- Vermelho Verão- Rosa Sonho- Uva Merlot- Rosa Top- Roxo Lendário- Grená- Nude Rose- Hibisco- Malva- Bordô- Carmim - Capuccino- Rosa AntigoCorAs cores são bem fieis ao que vemos na embalagem e na imagem acima, a secagem é rápida, sim a secagem deste batom é realmente rápida.CoberturaPassando apenas uma vez você consegue uma cobertura excelente e total dos lábios, se você gosta de camadas mais grossas é só repetir o processo, são aveludados com toque seco, e com apenas uma camada você consegue ficar bastante tempo com o produto nos lábios. O batom não craquela.TexturaSua textura é cremosa, e não é nem um pouco melado e grudento (pode confiar!), confortável para aplicar, deslizando bem aos lábios, a pigmentação é excelente, e não transfere assim tão fácil.Duração, Aroma e SaborOs batons tem uma ótima durabilidade, saindo apenas após as refeições mais completas, se você for apenas beber e comer pequenas quantidades ele não saí. Todos tem cheirinho de uva e com sabor neutro, não incomoda.;maquiagem;10 Batom Líquido Efeito Fosco Ultra Matte Mahav Incríveis  Cores Disponíveis:- Violet- Nude Hard- Marsala Forever- Fúcsia Hard- Pink- Nude- Fúcsia- Vermelho Tudo- Berinjela- Rose- Vermelho Love- Chocolate- Vermelho Verão- Rosa Sonho- Uva Merlot- Rosa Top- Roxo Lendário- Grená- Nude Rose- Hibisco- Malva- Bordô- Carmim - Capuccino- Rosa AntigoCorAs cores são bem fieis ao que vemos na embalagem e na imagem acima, a secagem é rápida, sim a secagem deste batom é realmente rápida.CoberturaPassando apenas uma vez você consegue uma cobertura excelente e total dos lábios, se você gosta de camadas mais grossas é só repetir o processo, são aveludados com toque seco, e com apenas uma camada você consegue ficar bastante tempo com o produto nos lábios. O batom não craquela.TexturaSua textura é cremosa, e não é nem um pouco melado e grudento (pode confiar!), confortável para aplicar, deslizando bem aos lábios, a pigmentação é excelente, e não transfere assim tão fácil.Duração, Aroma e SaborOs batons tem uma ótima durabilidade, saindo apenas após as refeições mais completas, se você for apenas beber e comer pequenas quantidades ele não saí. Todos tem cheirinho de uva e com sabor neutro, não incomoda.;maquiagem;correta
